PHONE_TYPE,RAM_STORAGE,NAIRA_PRICE,CITY,STATE,PHONE_CONDITION
Apple iPhone XR 128 GB Orange,NA,188000,Ibadan,Oyo State,Used
Apple iPhone XS 256 GB Blue,NA,260000,Ikeja,Lagos State,Used
Apple iPhone XR 64 GB Black,NA,135000,Oyigbo,Rivers State,Used
Apple iPhone XR 128 GB Orange,NA,180000,Port-Harcourt,Rivers State,Used
Apple iPhone XR 64 GB Black,NA,135000,Eleme,Rivers State,Used
Apple iPhone 7 128 GB Red,NA,80000,Port-Harcourt,Rivers State,Used
Samsung Galaxy S20 128 GB Gray,NA,220000,Ikeja,Lagos State,Used
New Google Pixel 7 Pro 256 GB White,NA,620000,Ikeja,Lagos State,Brand New
Samsung Galaxy Note 9 128 GB Blue,NA,135000,Alimosho,Lagos State,Used
New Apple iPhone 13 Pro 128 GB Gold,NA,660000,Ikeja,Lagos State,Brand New
Apple iPhone X 256 GB Black,NA,180000,Akure,Ondo State,Used
Huawei Nova 3i 128 GB Blue,NA,65000,Ikeja,Lagos State,Used
New Apple iPhone 7 Plus 128 GB Red,NA,140000,Ikeja,Lagos State,Brand New
Apple iPhone 12 128 GB Blue,NA,320000,Aba South,Abia State,Used
Apple iPhone XS 64 GB Black,NA,160000,Akure,Ondo State,Used
Apple iPhone X 64 GB White,NA,160000,Port-Harcourt,Rivers State,Used
Apple iPhone XS 64 GB Gold,NA,160000,Akure,Ondo State,Used
Apple iPhone 7 Plus 32 GB Black,NA,85000,Akure,Ondo State,Used
Apple iPhone 13 Pro 256 GB Blue,NA,699000,Port-Harcourt,Rivers State,Used
Apple iPhone 6s 64 GB Gold,NA,55000,Ibadan,Oyo State,Used
Apple iPhone 11 64 GB Red,NA,220000,Port-Harcourt,Rivers State,Used
New Apple iPhone 12 64 GB Black,NA,360000,Ikeja,Lagos State,Brand New
Huawei Y9 Prime 64 GB Blue,NA,60000,Ikeja,Lagos State,Used
Apple iPhone 11 64 GB Red,NA,230000,Akure,Ondo State,Used
Apple iPhone XR 64 GB Black,NA,155000,Oyigbo,Rivers State,Used
Apple iPhone 11 64 GB Black,NA,220000,Eleme,Rivers State,Used
Apple iPhone 11 64 GB Purple,NA,220000,Akure,Ondo State,Used
Apple iPhone 12 64 GB Purple,NA,300000,Ibadan,Oyo State,Used
Apple iPhone XS 64 GB Gold,NA,160000,Akure,Ondo State,Used
Samsung Galaxy S20 128 GB Gray,6 GB,220000,Ikeja,Lagos State,Used
New Google Pixel 7 Pro 256 GB White,6 GB,620000,Ikeja,Lagos State,Brand New
Samsung Galaxy Note 9 128 GB Blue,6 GB,135000,Alimosho,Lagos State,Used
Apple iPhone 8 Plus 64 GB Gold,6 GB,155000,Ikeja,Lagos State,Used
Apple iPhone 11 Pro Max 512 GB Gray,6 GB,390000,Ikeja,Lagos State,Used
Apple iPhone 7 Plus 128 GB Gold,6 GB,100000,Ikeja,Lagos State,Used
Apple iPhone XS Max 256 GB Black,6 GB,250000,Ikeja,Lagos State,Used
New Apple iPhone 13 Pro Max 128 GB Black,6 GB,720000,Warri,Delta State,Brand New
Apple iPhone X 64 GB Black,6 GB,155000,Port-Harcourt,Rivers State,Used
Apple iPhone XS 64 GB White,6 GB,180000,Ibadan,Oyo State,Used
Apple iPhone 7 32 GB Black,6 GB,60000,Akure,Ondo State,Used
New Apple iPhone X 64 GB White,6 GB,171000,Akure,Ondo State,Brand New
Apple iPhone 7 Plus 32 GB Gold,6 GB,110000,Ibadan,Oyo State,Used
Apple iPhone XR 64 GB White,6 GB,155000,Ikeja,Lagos State,Used
Apple iPhone 7 32 GB Rose Gold,6 GB,70000,Eleme,Rivers State,Used
Apple iPhone XS Max 64 GB Gold,6 GB,195000,Obio-Akpor,Rivers State,Used
New Apple iPhone 13 128 GB White,6 GB,500000,Warri,Delta State,Brand New
Apple iPhone XS Max 64 GB Black,6 GB,220000,Akure,Ondo State,Used
Apple iPhone 7 32 GB Silver,6 GB,60000,Akure,Ondo State,Used
Apple iPhone 7 32 GB Silver,6 GB,60000,Akure,Ondo State,Used
New Apple iPhone 7 128 GB Pink,6 GB,80000,Port-Harcourt,Rivers State,Brand New
Apple iPhone 11 128 GB Red,6 GB,275000,Port-Harcourt,Rivers State,Used
New Apple iPhone 13 Pro Max 128 GB Blue,6 GB,695000,Ikeja,Lagos State,Brand New
New Google Pixel 7 Pro 256 GB White,NA,620000,Ikeja,Lagos State,Brand New
New Google Pixel 7 128 GB Black,NA,380000,Ikeja,Lagos State,Brand New
Samsung Galaxy S20 128 GB Gray,NA,220000,Ikeja,Lagos State,Used
New Apple iPhone 13 256 GB Pink,NA,545000,Ikeja,Lagos State,Brand New
Apple iPhone 6 64 GB Gray,NA,52000,Ikeja,Lagos State,Used
Apple iPhone 6s Plus 128 GB Gold,NA,75000,Ilorin South,Kwara State,Used
Apple iPhone 13 128 GB Red,NA,430000,Ikeja,Lagos State,Used
New Apple iPhone 14 Pro 128 GB Gold,NA,800000,Warri,Delta State,Brand New
Apple iPhone XR 64 GB Yellow,NA,160000,Akure,Ondo State,Used
Apple iPhone 7 32 GB Gray,NA,75000,Ogbomosho North,Oyo State,Used
New Apple iPhone 7 128 GB Black,NA,80000,Port-Harcourt,Rivers State,Brand New
Apple iPhone XR 64 GB White,NA,165000,Ikeja,Lagos State,Used
Apple iPhone XS Max 64 GB Gold,NA,195000,Oyigbo,Rivers State,Used
Apple iPhone XR 64 GB Black,NA,170000,Oyigbo,Rivers State,Used
Apple iPhone 11 64 GB White,NA,225000,Akure,Ondo State,Used
Apple iPhone 7 32 GB Silver,NA,60000,Oyigbo,Rivers State,Used
Apple iPhone 11 64 GB Yellow,NA,255000,Osogbo,Osun State,Refurbished
Apple iPhone XR 64 GB Orange,NA,155000,Ikeja,Lagos State,Used
New Apple iPhone 7 128 GB Pink,NA,80000,Port-Harcourt,Rivers State,Brand New
Apple iPhone XR 64 GB Yellow,NA,180000,Port-Harcourt,Rivers State,Used
Apple iPhone XR 64 GB Black,NA,155000,Akure,Ondo State,Used
Apple iPhone 7 128 GB Gold,NA,74500,Akure,Ondo State,Used
Apple iPhone 11 Pro 64 GB Green,NA,305000,Ikeja,Lagos State,Used
Samsung Galaxy S20 128 GB Gray,NA,220000,Ikeja,Lagos State,Used
New Google Pixel 7 Pro 256 GB White,NA,620000,Ikeja,Lagos State,Brand New
Samsung Galaxy Note 9 128 GB Blue,NA,135000,Alimosho,Lagos State,Used
New Apple iPhone 13 256 GB Green,NA,490000,Ikeja,Lagos State,Brand New
Apple iPhone 6s 32 GB Silver,NA,53000,Akure,Ondo State,Used
Apple iPhone XR 64 GB,NA,175000,Ikeja,Lagos State,Used
Apple iPhone 14 128 GB Blue,NA,390000,Ikeja,Lagos State,Used
Apple iPhone XS 64 GB Gold,NA,150000,Ikeja,Lagos State,Used
Apple iPhone 11 64 GB White,NA,225000,Akure,Ondo State,Used
Apple iPhone 7 32 GB Silver,NA,60000,Oyigbo,Rivers State,Used
Apple iPhone 7 32 GB Rose Gold,NA,60000,Akure,Ondo State,Used
New Apple iPhone 7 128 GB Pink,NA,80000,Port-Harcourt,Rivers State,Brand New
Apple iPhone XR 64 GB White,NA,175000,Aba South,Abia State,Used
Apple iPhone XR 64 GB Yellow,NA,180000,Port-Harcourt,Rivers State,Used
Apple iPhone 7 128 GB Gold,NA,74500,Akure,Ondo State,Used
Apple iPhone 11 Pro 64 GB Green,NA,305000,Ikeja,Lagos State,Used
Apple iPhone 12 Pro Max 128 GB Blue,NA,475000,Osogbo,Osun State,Used
Apple iPhone XR 64 GB White,NA,170000,Akure,Ondo State,Used
Apple iPhone XS Max 64 GB Gold,NA,195000,Oyigbo,Rivers State,Used
Apple iPhone XS 64 GB Gold,NA,160000,Akure,Ondo State,Used
Apple iPhone XR 64 GB Red,NA,165000,Akure,Ondo State,Used
Apple iPhone 11 128 GB Red,NA,230000,Akure,Ondo State,Used
Apple iPhone 11 Pro 64 GB Gray,NA,315000,Ikeja,Lagos State,Used
New Google Pixel 7 Pro 256 GB White,NA,620000,Ikeja,Lagos State,Brand New
New Google Pixel 7 128 GB Black,NA,380000,Ikeja,Lagos State,Brand New
Samsung Galaxy S20 128 GB Gray,NA,220000,Ikeja,Lagos State,Used
Apple iPhone 8 Plus 64 GB Gold,NA,140000,Ikeja,Lagos State,Used
Apple iPhone XR 64 GB Black,NA,140000,Akure,Ondo State,Used
Apple iPhone 13 Pro Max 256 GB Gold,NA,675000,Ikeja,Lagos State,Used
Apple iPhone XS Max 64 GB Gold,NA,210000,Ilorin West,Kwara State,Used
Apple iPhone 13 128 GB,NA,465000,Osogbo,Osun State,Used
Apple iPhone 11 128 GB Red,NA,230000,Akure,Ondo State,Used
New Apple iPhone 7 32 GB Gold,NA,75000,Port-Harcourt,Rivers State,Brand New
Apple iPhone XR 64 GB Blue,NA,175000,Port-Harcourt,Rivers State,Used
Apple iPhone 11 64 GB White,NA,240000,Ikeja,Lagos State,Used
Apple iPhone 11 64 GB Purple,NA,220000,Akure,Ondo State,Used
Apple iPhone 8 Plus 64 GB Gold,NA,120000,Oyigbo,Rivers State,Used
New Apple iPhone 7 128 GB Gold,NA,75000,Port-Harcourt,Rivers State,Brand New
Apple iPhone X 256 GB White,NA,190000,Port-Harcourt,Rivers State,Used
Apple iPhone 13 256 GB Blue,NA,480000,Wuse,Abuja (FCT) State,Used
New Apple iPhone 7 32 GB Pink,NA,75000,Port-Harcourt,Rivers State,Brand New
New Apple iPhone 7 128 GB Pink,NA,80000,Port-Harcourt,Rivers State,Brand New
Apple iPhone 11 64 GB Black,NA,220000,Eleme,Rivers State,Used
Apple iPhone XS Max 64 GB Black,NA,225000,Akure,Ondo State,Used
Apple iPhone XR 64 GB Red,NA,185000,Ibadan,Oyo State,Used
Apple iPhone XR 64 GB Black,NA,150000,Akure,Ondo State,Used
New Google Pixel 7 Pro 256 GB White,6 GB,620000,Ikeja,Lagos State,Brand New
Apple iPhone XR 128 GB White,6 GB,205000,Ikeja,Lagos State,Used
New Google Pixel 7 128 GB Black,6 GB,380000,Ikeja,Lagos State,Brand New
New Apple iPhone 11 Pro 256 GB White,6 GB,440000,Ikeja,Lagos State,Brand New
Apple iPhone 6s Plus 64 GB Silver,6 GB,70000,Akure,Ondo State,Used
Huawei P40 Pro 256 GB Black,6 GB,250000,Ikeja,Lagos State,Used
New Apple iPhone 14 Pro Max 256 GB,6 GB,1000000,Ikeja,Lagos State,Brand New
Apple iPhone 11 Pro Max 256 GB Gold,6 GB,250000,Ikeja,Lagos State,Used
New Apple iPhone 13 256 GB Rose Gold,6 GB,530000,Ikeja,Lagos State,Brand New
Apple iPhone XR 64 GB Pink,6 GB,170000,Ikeja,Lagos State,Used
Apple iPhone XR 128 GB Yellow,6 GB,195000,Ikeja,Lagos State,Used
Apple iPhone 11 64 GB Black,6 GB,220000,Ikwerre,Rivers State,Used
Apple iPhone XS 64 GB Black,6 GB,160000,Akure,Ondo State,Used
Apple iPhone 12 64 GB White,6 GB,325000,Ibadan,Oyo State,Used
Apple iPhone 8 Plus 64 GB Gold,6 GB,140000,Benin City,Edo State,Used
New Apple iPhone 13 Pro Max 128 GB Blue,6 GB,695000,Ikeja,Lagos State,Brand New
Apple iPhone 12 Pro Max 128 GB White,6 GB,485000,Warri,Delta State,Used
Apple iPhone 8 Plus 64 GB Black,6 GB,120000,Akure,Ondo State,Used
Apple iPhone 7 128 GB Gold,6 GB,85000,Port-Harcourt,Rivers State,Used
Apple iPhone 7 32 GB Black,6 GB,70000,Akure,Ondo State,Used
New Apple iPhone 12 Pro 128 GB Blue,6 GB,510000,Ikeja,Lagos State,Brand New
Apple iPhone 11 64 GB Black,6 GB,220000,Akure,Ondo State,Used
Apple iPhone XR 64 GB Black,6 GB,160000,Akure,Ondo State,Used
New Google Pixel 7 Pro 256 GB White,NA,620000,Ikeja,Lagos State,Brand New
Samsung Galaxy S20 128 GB Gray,NA,220000,Ikeja,Lagos State,Used
Apple iPhone XR 128 GB White,NA,205000,Ikeja,Lagos State,Used
Apple iPhone 7 128 GB Rose Gold,NA,75000,Ondo / Ondo State,Ondo State,Used
Apple iPhone 6s 32 GB Silver,NA,53000,Akure,Ondo State,Used
Apple iPhone 11 64 GB Black,NA,240000,Ikeja,Lagos State,Used
Apple iPhone 7 32 GB Rose Gold,NA,70000,Ikeja,Lagos State,Used
Apple iPhone 7 Plus 128 GB Gray,NA,125000,Ibadan,Oyo State,Used
Apple iPhone 11 Pro Max 64 GB Gray,NA,330000,Eleme,Rivers State,Used
Apple iPhone X 64 GB White,NA,118000,Akure,Ondo State,Used
Apple iPhone 11 Pro 256 GB Green,NA,310000,Ikeja,Lagos State,Used
Apple iPhone XR 128 GB Red,NA,178000,Ikeja,Lagos State,Used
New Apple iPhone 6s 32 GB Gray,NA,59000,Akure,Ondo State,Brand New
Apple iPhone XS 64 GB Black,NA,160000,Eleme,Rivers State,Used
Apple iPhone 11 128 GB Black,NA,260000,Ikeja,Lagos State,Used
Apple iPhone 7 32 GB Black,NA,60000,Akure,Ondo State,Used
Apple iPhone 12 Pro Max 128 GB Gold,NA,480000,Port-Harcourt,Rivers State,Used
Apple iPhone X 64 GB White,NA,140000,Oyigbo,Rivers State,Used
Apple iPhone XR 128 GB Orange,NA,182000,Ikeja,Lagos State,Used
New Apple iPhone 7 32 GB Pink,NA,75000,Port-Harcourt,Rivers State,Brand New
Apple iPhone 11 Pro 64 GB Gray,NA,290000,Ikeja,Lagos State,Used
Apple iPhone 11 128 GB Red,NA,265000,Port-Harcourt,Rivers State,Used
Apple iPhone 11 128 GB Red,NA,230000,Akure,Ondo State,Used
Samsung Galaxy S20 128 GB Gray,3 GB,220000,Ikeja,Lagos State,Used
New Google Pixel 7 Pro 256 GB White,3 GB,620000,Ikeja,Lagos State,Brand New
New Google Pixel 7 128 GB Black,3 GB,380000,Ikeja,Lagos State,Brand New
Apple iPhone 6s 32 GB Silver,3 GB,53000,Akure,Ondo State,Used
New Apple iPhone 13 128 GB Black,3 GB,530000,Ikeja,Lagos State,Brand New
Apple iPhone 11 64 GB White,3 GB,225000,Wuse 2,Abuja (FCT) State,Used
New Apple iPhone 14 Pro Max 128 GB Gold,3 GB,1085000,Ikeja,Lagos State,Brand New
Apple iPhone 13 128 GB White,3 GB,425000,Ikeja,Lagos State,Used
Apple iPhone XS 64 GB White,3 GB,160000,Akure,Ondo State,Used
Apple iPhone XS 64 GB Black,3 GB,160000,Akure,Ondo State,Used
New Apple iPhone 11 64 GB Purple,3 GB,265000,Ikeja,Lagos State,Brand New
Apple iPhone XR 128 GB Orange,3 GB,190000,Ikeja,Lagos State,Used
Apple iPhone 11 64 GB Black,3 GB,200000,Akure,Ondo State,Used
Apple iPhone XR 64 GB Black,3 GB,160000,Port-Harcourt,Rivers State,Used
Apple iPhone 11 64 GB White,3 GB,220000,Akure,Ondo State,Used
Apple iPhone 7 32 GB Rose Gold,3 GB,60000,Akure,Ondo State,Used
Apple iPhone 14 Pro Max 256 GB Black,3 GB,900000,Ikeja,Lagos State,Used
Apple iPhone 7 32 GB Rose Gold,3 GB,60000,Akure,Ondo State,Used
New Apple iPhone 7 32 GB Black,3 GB,70000,Port-Harcourt,Rivers State,Brand New
Apple iPhone XS 64 GB Gold,3 GB,160000,Akure,Ondo State,Used
Apple iPhone 13 128 GB Blue,3 GB,430000,Ikeja,Lagos State,Used
Apple iPhone 7 32 GB Black,3 GB,70000,Oyigbo,Rivers State,Used
Apple iPhone XR 64 GB Red,3 GB,160000,Ikeja,Lagos State,Used
New Google Pixel 7 Pro 256 GB White,NA,620000,Ikeja,Lagos State,Brand New
New Google Pixel 7 128 GB Black,NA,380000,Ikeja,Lagos State,Brand New
New Apple iPhone 14 256 GB Purple,NA,580000,Ikeja,Lagos State,Brand New
New Apple iPhone 12 64 GB Black,NA,380000,Ikeja,Lagos State,Brand New
Apple iPhone 6s 128 GB Rose Gold,NA,60000,Akure,Ondo State,Used
Apple iPhone 11 64 GB Black,NA,215000,Wuse 2,Abuja (FCT) State,Used
New Apple iPhone 13 Pro Max 256 GB Green,NA,830000,Ikeja,Lagos State,Brand New
Apple iPhone 11 64 GB Green,NA,200000,Ikeja,Lagos State,Used
Apple iPhone 7 128 GB Black,NA,80000,Port-Harcourt,Rivers State,Used
Apple iPhone XR 64 GB Black,NA,155000,Akure,Ondo State,Used
Apple iPhone XR 64 GB Red,NA,190000,Port-Harcourt,Rivers State,Used
Apple iPhone XR 64 GB Black,NA,190000,Port-Harcourt,Rivers State,Used
Apple iPhone 7 32 GB Rose Gold,NA,70000,Akure,Ondo State,Used
Apple iPhone 6s 32 GB Gray,NA,62000,Ibadan,Oyo State,Used
Apple iPhone XR 64 GB Red,NA,160000,Ibadan,Oyo State,Used
New Apple iPhone 13 128 GB Green,NA,545000,Port-Harcourt,Rivers State,Brand New
Apple iPhone 11 Pro Max 64 GB Gold,NA,320000,Ikeja,Lagos State,Used
Apple iPhone 8 64 GB White,NA,80000,Akure,Ondo State,Used
Apple iPhone 11 64 GB White,NA,220000,Akure,Ondo State,Used
New Apple iPhone 7 Plus 32 GB Black,NA,110000,Ikeja,Lagos State,Brand New
Apple iPhone 7 32 GB Black,NA,60000,Akure,Ondo State,Used
Apple iPhone 11 64 GB Black,NA,220000,Akure,Ondo State,Used
Apple iPhone 11 Pro Max 64 GB Gray,NA,330000,Ikwerre,Rivers State,Used
Apple iPhone XR 128 GB White,NA,205000,Ikeja,Lagos State,Used
New Google Pixel 7 Pro 256 GB White,NA,620000,Ikeja,Lagos State,Brand New
New Google Pixel 7 128 GB Black,NA,380000,Ikeja,Lagos State,Brand New
Apple iPhone 12 64 GB White,NA,314999,Ikeja,Lagos State,Used
New Apple iPhone 12 128 GB Purple,NA,410000,Ipaja,Lagos State,Brand New
Apple iPhone XS Max 64 GB Gold,NA,225000,Ikeja,Lagos State,Used
Apple iPhone 11 Pro Max 64 GB Gold,NA,310000,Ilorin West,Kwara State,Used
Apple iPhone 6s Plus 128 GB Rose Gold,NA,82000,Ikeja,Lagos State,Used
Apple iPhone 13 Pro Max 128 GB Black,NA,680000,Port-Harcourt,Rivers State,Used
Apple iPhone 11 64 GB Purple,NA,220000,Akure,Ondo State,Used
Apple iPhone 11 128 GB Red,NA,230000,Akure,Ondo State,Used
Apple iPhone 7 Plus 32 GB Gold,NA,110000,Ibadan,Oyo State,Used
New Apple iPhone 7 128 GB White,NA,80000,Port-Harcourt,Rivers State,Brand New
Apple iPhone 11 64 GB White,NA,240000,Ibadan,Oyo State,Used
New Apple iPhone 11 64 GB Purple,NA,248000,Akure,Ondo State,Brand New
New Apple iPhone 7 128 GB Black,NA,79000,Port-Harcourt,Rivers State,Brand New
Apple iPhone 11 64 GB Green,NA,215000,Ikeja,Lagos State,Used
Apple iPhone 7 128 GB Black,NA,85000,Port-Harcourt,Rivers State,Used
Apple iPhone XR 64 GB Black,NA,155000,Akure,Ondo State,Used
Apple iPhone 11 128 GB Red,NA,285000,Port-Harcourt,Rivers State,Used
New Apple iPhone 12 64 GB Blue,NA,380000,Ikeja,Lagos State,Brand New
Apple iPhone 11 64 GB Black,NA,245000,Port-Harcourt,Rivers State,Used
Apple iPhone 7 32 GB Rose Gold,NA,70000,Akure,Ondo State,Used
New Google Pixel 7 Pro 256 GB White,NA,620000,Ikeja,Lagos State,Brand New
Apple iPhone XR 128 GB White,NA,205000,Ikeja,Lagos State,Used
Samsung Galaxy S20 128 GB Gray,NA,220000,Ikeja,Lagos State,Used
Apple iPhone 6 16 GB Gold,NA,46000,Ikeja,Lagos State,Used
Apple iPhone 11 64 GB White,NA,240000,Ikeja,Lagos State,Used
Apple iPhone XR 64 GB,NA,150000,Ikeja,Lagos State,Used
Samsung Galaxy Feel 2 64 GB White,NA,48000,Ikeja,Lagos State,Used
New Apple iPhone 13 256 GB Blue,NA,510000,Yaba,Lagos State,Brand New
Apple iPhone XR 64 GB White,NA,160000,Ibadan,Oyo State,Used
Apple iPhone 13 Pro 128 GB,NA,600000,Port-Harcourt,Rivers State,Used
Apple iPhone 13 128 GB Blue,NA,430000,Port-Harcourt,Rivers State,Used
Apple iPhone XR 64 GB White,NA,185000,Port-Harcourt,Rivers State,Used
Apple iPhone 8 64 GB Black,NA,80000,Ibadan,Oyo State,Used
Apple iPhone 11 128 GB Black,NA,270000,Ikeja,Lagos State,Used
Apple iPhone XS Max 64 GB Gold,NA,205000,Obio-Akpor,Rivers State,Used
New Apple iPhone 12 64 GB Blue,NA,360000,Ikeja,Lagos State,Brand New
Apple iPhone 6s 128 GB Gray,NA,69000,Aba South,Abia State,Used
Apple iPhone 8 64 GB Gold,NA,98000,Ikeja,Lagos State,Used
Apple iPhone 11 Pro 64 GB Silver,NA,320000,Ikeja,Lagos State,Used
Apple iPhone 7 Plus 128 GB Red,NA,110000,Ikeja,Lagos State,Used
Apple iPhone 11 64 GB Black,NA,230000,Akure,Ondo State,Used
Apple iPhone XS Max 64 GB Gold,NA,195000,Obio-Akpor,Rivers State,Used
Apple iPhone 7 32 GB Black,NA,60000,Ikwerre,Rivers State,Used
Apple iPhone XR 128 GB White,NA,205000,Ikeja,Lagos State,Used
New Google Pixel 7 Pro 256 GB White,NA,620000,Ikeja,Lagos State,Brand New
Samsung Galaxy S20 128 GB Gray,NA,220000,Ikeja,Lagos State,Used
Apple iPhone 6s Plus 64 GB Silver,NA,70000,Akure,Ondo State,Used
Apple iPhone 11 64 GB Black,NA,255000,Ikeja,Lagos State,Used
Apple iPhone 12 Pro Max 128 GB Gray,NA,385000,Wuse 2,Abuja (FCT) State,Used
Apple iPhone 6s Plus 64 GB Pink,NA,76000,Alimosho,Lagos State,Used
New Apple iPhone 13 Pro Max 256 GB Blue,NA,580000,Ibadan,Oyo State,Brand New
Apple iPhone X 64 GB White,NA,165000,Ibadan,Oyo State,Used
New Apple iPhone 14 Pro 256 GB,NA,500000,Ado-Odo/Ota,Ogun State,Brand New
Apple iPhone 11 128 GB Yellow,NA,255000,Ikeja,Lagos State,Used
New Apple iPhone 7 128 GB Black,NA,78000,Port-Harcourt,Rivers State,Brand New
Apple iPhone 11 128 GB Red,NA,260000,Akure,Ondo State,Used
Apple iPhone 11 Pro 64 GB Green,NA,300000,Port-Harcourt,Rivers State,Used
Apple iPhone XR 128 GB,NA,180000,Ikeja,Lagos State,Used
Apple iPhone 8 64 GB White,NA,80000,Akure,Ondo State,Used
Apple iPhone 13 Pro Max 512 GB,NA,95000,Ikeja,Lagos State,Refurbished
Apple iPhone 7 32 GB Black,NA,70000,Port-Harcourt,Rivers State,Used
Apple iPhone XS 64 GB Black,NA,160000,Akure,Ondo State,Used
New Apple iPhone 7 32 GB Rose Gold,NA,70000,Port-Harcourt,Rivers State,Brand New
Apple iPhone 7 32 GB Black,NA,65000,Port-Harcourt,Rivers State,Used
Apple iPhone 11 64 GB Bronze,NA,240000,Gbagada,Lagos State,Used
Apple iPhone 7 32 GB Rose Gold,NA,70000,Port-Harcourt,Rivers State,Used
New Google Pixel 7 Pro 256 GB White,NA,620000,Ikeja,Lagos State,Brand New
New Google Pixel 7 128 GB Black,NA,380000,Ikeja,Lagos State,Brand New
New Apple iPhone 14 256 GB Purple,NA,580000,Ikeja,Lagos State,Brand New
Apple iPhone X 64 GB Black,NA,140000,Ondo / Ondo State,Ondo State,Used
Apple iPhone XR 64 GB Orange,NA,160000,Ikeja,Lagos State,Used
Apple iPhone XS 64 GB Black,NA,170000,Ikeja,Lagos State,Used
Apple iPhone 11 Pro 64 GB Green,NA,285000,Ilorin West,Kwara State,Used
Apple iPhone XS Max 64 GB Black,NA,235000,Wuse 2,Abuja (FCT) State,Used
Apple iPhone XR 64 GB Yellow,NA,160000,Ondo / Ondo State,Ondo State,Used
Apple iPhone XR 64 GB Black,NA,155000,Akure,Ondo State,Used
Apple iPhone XS 64 GB Black,NA,160000,Akure,Ondo State,Used
Apple iPhone 7 32 GB Rose Gold,NA,70000,Akure,Ondo State,Used
Apple iPhone XS 64 GB Black,NA,160000,Akure,Ondo State,Used
Apple iPhone XR 64 GB Red,NA,155000,Ikeja,Lagos State,Used
Apple iPhone XS 64 GB Gold,NA,160000,Akure,Ondo State,Used
Apple iPhone 11 128 GB Red,NA,250000,Ikeja,Lagos State,Used
Samsung Galaxy S22+ 5G 256 GB Green,NA,426000,Ilorin South,Kwara State,Used
Apple iPhone XS 64 GB Gold,NA,160000,Akure,Ondo State,Used
Apple iPhone 11 Pro 64 GB Gold,NA,260000,Akure,Ondo State,Used
Apple iPhone XR 64 GB Red,NA,178000,Ikeja,Lagos State,Used
Apple iPhone 7 32 GB Black,NA,70000,Oyigbo,Rivers State,Used
Apple iPhone XS Max 64 GB Gold,NA,195000,Ikwerre,Rivers State,Used
Apple iPhone XS 64 GB Gold,NA,160000,Port-Harcourt,Rivers State,Used
Samsung Galaxy S20 128 GB Gray,NA,220000,Ikeja,Lagos State,Used
Samsung Galaxy Note 9 128 GB Blue,NA,135000,Alimosho,Lagos State,Used
New Google Pixel 7 Pro 256 GB White,NA,620000,Ikeja,Lagos State,Brand New
Apple iPhone 6s 32 GB Silver,NA,60000,Ondo / Ondo State,Ondo State,Used
Apple iPhone 7 256 GB Black,NA,105000,Ikeja,Lagos State,Used
Samsung Galaxy Note 10 256 GB Black,NA,180000,Ikeja,Lagos State,Used
New Apple iPhone 14 Pro Max 128 GB Rose Gold,NA,930000,Ikeja,Lagos State,Brand New
New Apple iPhone 14 Pro Max 128 GB Purple,NA,900000,Magodo,Lagos State,Brand New
Apple iPhone 8 Plus 64 GB Black,NA,120000,Akure,Ondo State,Used
New Apple iPhone 7 128 GB Pink,NA,80000,Port-Harcourt,Rivers State,Brand New
Apple iPhone 11 64 GB Red,NA,240000,Ikeja,Lagos State,Used
Apple iPhone XS 64 GB Black,NA,160000,Eleme,Rivers State,Used
New Apple iPhone 7 128 GB Pink,NA,80000,Port-Harcourt,Rivers State,Brand New
Apple iPhone XR 64 GB Yellow,NA,160000,Akure,Ondo State,Used
Apple iPhone 7 32 GB Pink,NA,70000,Port-Harcourt,Rivers State,Used
Apple iPhone 11 64 GB Black,NA,220000,Ondo / Ondo State,Ondo State,Used
Huawei Nova 3e 64 GB Blue,NA,65000,Alimosho,Lagos State,Used
Apple iPhone 7 32 GB Black,NA,70000,Akure,Ondo State,Used
Apple iPhone 7 32 GB Rose Gold,NA,70000,Port-Harcourt,Rivers State,Used
Apple iPhone XR 64 GB Red,NA,165000,Benin City,Edo State,Used
Apple iPhone 7 Plus 128 GB Gold,NA,140000,Port-Harcourt,Rivers State,Used
Apple iPhone 12 128 GB White,NA,390000,Ikeja,Lagos State,Used
Apple iPhone XS Max 64 GB Gold,NA,210000,Ikwerre,Rivers State,Used
New Google Pixel 7 Pro 256 GB White,NA,620000,Ikeja,Lagos State,Brand New
